Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,HouseAge,YearsSinceRemodel,OverallScore,TotalOutdoorSF
268,75,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,PConc,TA,TA,No,LwQ,378,Unf,0,342,GasA,Ex,Y,SBrkr,420,2192,4,1,Gd,8,Typ,1,Gd,Detchd,1939.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,7,2008,WD,Normal,179500,2492,2.5,69,11,6.5,526.0
269,30,RM,71.0,6900,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,CBlock,TA,TA,No,ALQ,403,Rec,125,212,GasA,Ex,Y,SBrkr,0,778,2,1,TA,4,Typ,1,Gd,Detchd,1966.0,Fin,1,Ex,Ex,Y,0,0,0,0,,,,0,2,2008,WD,Normal,120500,1518,1.0,68,53,5.5,949.0
270,20,RL,,7917,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,TA,Gd,No,BLQ,751,Unf,0,392,GasA,TA,Y,SBrkr,0,1113,3,1,TA,6,Typ,1,Fa,Attchd,1987.0,RFn,1,TA,Gd,Y,0,0,0,0,,GdPrv,,0,5,2007,WD,Normal,148000,2256,2.5,31,31,6.5,1078.0
271,60,FV,84.0,10728,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1095,GasA,Gd,Y,SBrkr,0,1939,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,TA,TA,Y,0,0,0,0,,,,0,8,2006,New,Partial,266000,3034,2.5,0,0,6.5,1296.0
272,20,RL,73.0,39104,Pave,,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,Flat,Membran,Plywood,Plywood,,TA,TA,CBlock,Gd,TA,Gd,LwQ,226,GLQ,1063,96,GasA,Ex,Y,SBrkr,0,1363,2,1,TA,5,Mod,2,TA,Attchd,1954.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,4,2008,WD,Normal,241500,2748,2.0,54,3,7.0,520.0
273,60,RL,92.0,11764,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,524,Unf,0,628,GasA,Ex,Y,SBrkr,0,2270,4,1,Gd,9,Typ,1,Gd,Attchd,1999.0,Fin,3,TA,TA,Y,0,0,0,0,,,,0,4,2010,WD,Normal,290000,3422,2.5,11,3,7.5,1208.0
274,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,620,LwQ,620,0,GasA,Gd,Y,SBrkr,0,1632,3,1,TA,6,Min1,1,Gd,Attchd,1958.0,RFn,1,TA,TA,Y,0,0,0,0,,MnPrv,,0,4,2009,WD,Normal,139000,2872,3.0,51,21,6.0,810.0
275,20,RL,76.0,8314,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,ImStucc,,TA,TA,CBlock,TA,TA,Gd,ALQ,546,Unf,0,270,GasA,TA,Y,SBrkr,0,816,2,1,TA,5,Typ,0,,Attchd,1982.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,6,2007,WD,Normal,124500,1632,1.0,25,25,6.0,432.0
276,50,RL,55.0,7264,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,952,GasW,Gd,N,SBrkr,0,1548,3,1,Ex,5,Typ,0,,Detchd,1978.0,Unf,2,TA,TA,Y,0,0,144,0,,,,0,10,2009,WD,Normal,205000,2500,2.5,84,2,7.0,746.0
277,20,RL,129.0,9196,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1560,GasA,Ex,Y,SBrkr,0,1560,3,1,Gd,7,Typ,0,,Attchd,2003.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,4,2010,WD,Normal,201000,3120,2.0,7,7,6.0,823.0
278,20,RL,140.0,19138,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,CBlock,TA,TA,No,LwQ,120,Unf,0,744,GasA,Ex,Y,SBrkr,0,864,2,1,TA,4,Typ,0,,Detchd,1951.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,6,2010,WD,Normal,141000,1728,1.0,59,59,4.5,400.0
279,20,RL,107.0,14450,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2121,GasA,Ex,Y,SBrkr,0,2121,3,1,Ex,8,Typ,1,Ex,Attchd,2007.0,Fin,3,TA,TA,Y,0,0,142,0,,,,0,5,2007,New,Partial,415298,4242,2.5,1,0,7.0,1269.0
280,60,RL,83.0,10005,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,392,Unf,0,768,GasA,Ex,Y,SBrkr,0,2022,4,1,TA,8,Typ,1,TA,Attchd,1977.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,3,2008,WD,Normal,192000,3182,2.5,31,31,6.0,1209.0
281,60,RL,82.0,11287,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,Av,GLQ,421,Unf,0,386,GasA,Gd,Y,SBrkr,0,1982,3,1,Gd,7,Typ,1,TA,Attchd,1989.0,Fin,2,TA,TA,Y,0,196,0,0,,,,0,1,2007,WD,Normal,228500,2789,2.5,18,18,6.5,999.0
282,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,905,Unf,0,357,GasA,Gd,Y,SBrkr,0,1262,2,1,Gd,5,Typ,0,,Attchd,2006.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,5,2006,New,Partial,185000,2524,2.0,0,0,5.5,760.0
283,120,RL,34.0,5063,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,GasA,Ex,Y,SBrkr,0,1314,2,1,Gd,6,Typ,1,Gd,Attchd,2008.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,4,2009,ConLw,Normal,207500,2628,3.0,2,1,6.0,1026.0
284,20,RL,74.0,9612,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,GasA,Ex,Y,SBrkr,0,1468,3,1,Gd,6,Typ,1,Gd,Attchd,2008.0,Fin,3,TA,TA,Y,0,0,0,0,,,,0,12,2009,New,Partial,244600,2936,2.0,1,0,6.5,1330.0
285,120,RL,50.0,8012,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,ImStucc,,Gd,TA,PConc,Gd,TA,No,GLQ,430,Unf,0,1145,GasA,Gd,Y,SBrkr,0,1575,2,1,Gd,5,Typ,0,,Attchd,1992.0,RFn,2,TA,TA,Y,52,0,0,0,,,,0,7,2007,WD,Normal,179200,3150,3.0,15,15,5.5,529.0
286,160,FV,35.0,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,GasA,Ex,Y,SBrkr,0,1250,2,1,Gd,5,Typ,0,,Detchd,2006.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,6,2007,New,Partial,164700,1875,2.5,1,0,6.0,582.0
287,50,RL,77.0,9786,Pave,,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,312,GasA,TA,Y,SBrkr,0,1734,3,1,Gd,7,Typ,1,Gd,Attchd,1962.0,RFn,2,TA,TA,Y,0,0,128,0,,GdPrv,,0,6,2006,WD,Normal,159000,2646,1.5,44,25,6.5,440.0
288,20,RL,,8125,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,No,BLQ,614,Unf,0,244,GasA,TA,Y,SBrkr,0,858,3,1,TA,5,Typ,0,,,,,0,,,Y,0,0,0,0,,,,0,6,2006,WD,Normal,88000,1716,1.0,35,35,4.0,0.0
289,20,RL,,9819,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,BLQ,450,Unf,0,432,GasA,TA,Y,SBrkr,0,900,3,1,TA,5,Typ,0,,Detchd,1970.0,Unf,1,TA,TA,Y,0,0,0,0,,MnPrv,,0,2,2010,WD,Normal,122000,1782,1.0,43,43,5.0,311.0
290,70,RL,60.0,8730,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,698,GasA,Ex,Y,FuseA,0,1396,3,1,TA,7,Typ,0,,Detchd,2003.0,Unf,1,TA,TA,Y,0,0,259,0,,,,0,7,2007,WD,Normal,153575,2094,1.0,92,4,6.5,384.0
291,60,RL,120.0,15611,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1079,GasA,Ex,Y,SBrkr,0,1919,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2,Gd,TA,Y,0,0,0,0,,,,0,7,2006,New,Partial,233230,2998,2.5,0,0,6.5,736.0
292,190,RL,55.0,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,Gable,CompShg,VinylSd,VinylSd,,TA,Fa,PConc,TA,Fa,No,Rec,210,Unf,0,570,GasA,Ex,N,SBrkr,0,1716,6,1,Fa,9,Typ,0,,,,,0,,,N,0,0,0,0,,,,0,3,2008,WD,Normal,135900,2496,3.0,96,8,5.5,184.0
293,50,RL,60.0,11409,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,TA,TA,No,LwQ,292,Unf,0,476,GasA,Gd,Y,SBrkr,0,1716,3,1,TA,8,Min2,1,Gd,Attchd,1949.0,Unf,1,TA,TA,Y,0,0,160,0,,,,0,1,2009,WD,Normal,131000,2484,1.5,60,1,4.5,281.0
294,60,RL,,16659,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,795,Unf,0,0,GasA,Fa,Y,SBrkr,0,2263,3,1,Gd,9,Typ,1,TA,Attchd,1977.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,3,2006,WD,Normal,235000,3058,3.5,29,12,7.0,823.0
295,20,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,GLQ,1285,Unf,0,131,GasA,TA,Y,SBrkr,0,1644,3,1,TA,7,Typ,2,Gd,Attchd,1953.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,10,2009,WD,Normal,167000,3060,2.0,56,56,5.5,766.0
296,80,RL,37.0,7937,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,Av,GLQ,819,Unf,0,184,GasA,TA,Y,SBrkr,0,1003,3,1,TA,6,Typ,0,,Detchd,1984.0,Unf,2,TA,TA,Y,0,0,0,0,,GdPrv,,0,3,2006,WD,Normal,142500,2006,2.0,22,22,6.0,708.0
297,50,RM,75.0,13710,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,CBlock,TA,TA,No,BLQ,420,Unf,0,490,GasA,TA,Y,FuseA,0,1558,4,1,TA,6,Typ,0,,Attchd,1950.0,Unf,1,TA,TA,Y,0,0,0,0,,MnPrv,,0,6,2007,WD,Normal,152000,2468,1.5,57,57,5.0,571.0
298,60,FV,66.0,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,BLQ,649,Unf,0,326,GasA,Ex,Y,SBrkr,0,1950,3,1,Gd,7,Typ,1,TA,Detchd,1997.0,RFn,2,TA,TA,Y,0,0,198,0,,,,0,6,2007,WD,Normal,239000,2925,2.5,10,9,6.0,2186.0
299,60,RL,90.0,11700,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Mansard,CompShg,HdBoard,AsphShn,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,384,Rec,175,143,GasA,Gd,Y,SBrkr,0,1743,3,1,TA,7,Typ,1,Gd,Attchd,1968.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,6,2007,WD,Normal,175000,2445,2.5,39,39,6.0,1128.0
300,20,RL,80.0,14000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1092,GasA,Ex,Y,SBrkr,0,1152,3,1,Gd,6,Typ,1,Gd,Attchd,1950.0,Unf,1,TA,TA,Y,0,0,0,0,,GdPrv,,0,8,2009,WD,Family,158500,2244,1.5,59,5,7.0,336.0
301,190,RL,90.0,15750,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Mn,BLQ,841,Unf,0,324,GasA,TA,Y,SBrkr,0,1336,2,1,TA,5,Typ,2,Gd,Attchd,1953.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,6,2006,WD,Normal,157000,2501,2.0,53,53,5.0,431.0
302,60,RL,66.0,16226,Pave,,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,281,Unf,0,747,GasA,Ex,Y,SBrkr,0,2452,4,1,Gd,9,Typ,1,TA,BuiltIn,1998.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,5,2007,WD,Normal,267000,3480,2.5,9,8,6.5,941.0
303,20,RL,118.0,13704,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1541,GasA,Ex,Y,SBrkr,0,1541,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,3,TA,TA,Y,0,0,0,0,,,,0,1,2006,WD,Normal,205000,3082,2.0,5,4,6.0,1542.0
304,20,RL,70.0,9800,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,PConc,TA,TA,No,ALQ,894,Unf,0,0,GasA,TA,Y,SBrkr,0,894,3,1,TA,5,Typ,0,,Attchd,1975.0,Unf,2,TA,TA,Y,0,0,0,0,,GdWo,,0,7,2006,WD,Abnorml,149900,1788,2.0,34,34,6.0,808.0
305,75,RM,87.0,18386,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,CemntBd,CmentBd,,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1470,GasA,Ex,Y,SBrkr,0,3493,3,1,Gd,10,Typ,1,Ex,Attchd,2003.0,Unf,3,TA,TA,Y,0,0,0,0,,,,0,5,2008,WD,Normal,295000,4963,3.0,128,6,8.0,1172.0
306,20,RL,80.0,10386,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,1464,Unf,0,536,GasA,Ex,Y,SBrkr,0,2000,3,1,Gd,8,Typ,0,,Attchd,2004.0,Fin,3,TA,TA,Y,0,0,0,0,,,,0,7,2007,WD,Normal,305900,4000,3.0,3,2,6.5,1302.0
307,60,RL,116.0,13474,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,No,ALQ,700,Unf,0,0,GasA,Gd,Y,SBrkr,0,2243,4,1,Gd,8,Typ,1,TA,Attchd,1990.0,RFn,3,TA,TA,Y,224,0,0,0,,,,0,6,2007,WD,Normal,225000,2943,3.5,17,16,6.0,1163.0
308,50,RM,,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,319,GasA,TA,Y,FuseA,0,1406,3,1,Fa,6,Typ,0,,,,,0,,,N,0,0,0,0,,MnPrv,,0,3,2008,WD,Normal,89500,1725,1.0,88,58,6.5,144.0
309,30,RL,,12342,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,TA,CBlock,TA,TA,No,BLQ,262,Unf,0,599,GasA,Ex,Y,SBrkr,0,861,1,1,TA,4,Typ,0,,Detchd,1961.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,3,2009,WD,Normal,82500,1722,1.0,69,59,4.5,697.0
310,20,RL,90.0,12378,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,622,GasA,Ex,Y,SBrkr,0,1944,3,1,Ex,8,Typ,3,Ex,Attchd,2003.0,Fin,3,TA,TA,Y,0,0,0,0,,,,0,11,2006,WD,Normal,360000,3840,3.0,3,2,7.0,1091.0
311,60,RL,,7685,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,ALQ,518,Unf,0,179,GasA,Gd,Y,SBrkr,0,1501,3,1,Gd,6,Typ,1,TA,Attchd,1993.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,5,2006,WD,Normal,165600,2198,2.5,13,12,5.5,785.0
312,20,RL,50.0,8000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,TA,Gd,CBlock,TA,TA,No,ALQ,680,Unf,0,292,GasA,Ex,Y,SBrkr,0,972,2,1,TA,5,Typ,1,Gd,Detchd,1948.0,Unf,1,TA,TA,Y,0,0,0,0,,,,0,5,2009,WD,Normal,132000,1944,2.0,61,7,6.0,240.0
313,190,RM,65.0,7800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,TA,TA,CBlock,Gd,TA,Mn,Rec,507,Unf,0,286,GasA,TA,Y,SBrkr,0,1118,3,1,TA,5,Typ,1,Gd,Detchd,1939.0,Unf,2,TA,TA,Y,0,0,271,0,,MnPrv,,0,5,2006,WD,Normal,119900,1911,2.0,67,56,6.0,410.0
314,20,RL,150.0,215245,Pave,,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236,Rec,820,80,GasW,TA,Y,SBrkr,0,2036,3,1,TA,8,Typ,2,Gd,Attchd,1965.0,RFn,2,TA,TA,Y,0,0,0,0,,,,0,6,2009,WD,Normal,375000,4172,4.0,44,44,6.0,513.0
315,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,,TA,TA,BrkTil,TA,Gd,No,LwQ,16,Unf,0,712,GasA,Ex,Y,SBrkr,0,1641,3,1,Ex,6,Typ,1,Gd,Detchd,1925.0,Unf,2,Fa,TA,Y,234,0,0,0,,,,0,8,2006,WD,Normal,178000,2369,2.0,81,16,7.0,546.0
316,60,RL,71.0,7795,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,425,Unf,0,291,GasA,Ex,Y,SBrkr,0,1432,3,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2,TA,TA,Y,0,0,0,0,,,,0,7,2009,WD,Normal,188500,2148,3.5,5,4,6.0,583.0
317,60,RL,94.0,13005,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,Gd,TA,CBlock,Gd,TA,No,GLQ,692,Unf,0,153,GasA,TA,Y,SBrkr,0,2353,4,1,Ex,10,Typ,1,TA,Attchd,1983.0,RFn,2,TA,TA,Y,0,0,0,0,,GdPrv,,0,8,2009,WD,Normal,260000,3198,3.5,29,29,7.0,1245.0
318,60,FV,75.0,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1088,GasA,Ex,Y,SBrkr,0,1959,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,3,TA,TA,Y,0,0,0,0,,,,0,12,2007,WD,Normal,270000,3047,2.5,1,1,6.5,1279.0
319,60,RL,90.0,9900,Pave,,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,987,Unf,0,360,GasA,Ex,Y,SBrkr,0,2646,4,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,3,TA,TA,Y,144,0,0,0,,,,0,4,2009,WD,Normal,260000,3993,3.5,16,16,6.0,1312.0
320,80,RL,,14115,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,1036,Unf,0,336,GasA,TA,Y,SBrkr,0,1472,3,1,TA,6,Typ,2,TA,Attchd,1980.0,Unf,2,TA,TA,Y,0,0,0,0,,,,0,6,2009,WD,Normal,187500,2844,3.0,29,29,6.0,1094.0
321,60,RL,111.0,16259,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Ex,Gd,Av,Unf,0,Unf,0,1249,GasA,Ex,Y,SBrkr,0,2596,4,1,Gd,9,Typ,0,,Attchd,2006.0,RFn,3,TA,TA,Y,0,0,0,0,,,,0,9,2006,New,Partial,342643,3845,3.5,0,0,7.0,1604.0
322,60,RL,99.0,12099,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,GLQ,970,Unf,0,166,GasA,Ex,Y,SBrkr,0,2468,4,1,Gd,10,Typ,1,Gd,BuiltIn,2004.0,Fin,3,TA,TA,Y,0,0,0,0,,,,0,6,2007,WD,Normal,354000,3604,3.5,3,3,6.5,1598.0
323,60,RL,86.0,10380,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,Gd,TA,CBlock,TA,TA,Gd,LwQ,28,ALQ,1474,0,GasA,Ex,Y,SBrkr,0,2730,4,1,Gd,8,Typ,1,TA,Attchd,1987.0,Fin,2,TA,TA,Y,0,0,0,0,,MnPrv,,0,8,2007,WD,Normal,301000,4232,3.5,21,20,6.0,1045.0
